Code,Name,Naics1,Nacis2,Duns,Website
3172,US Crisis Inc,624230,532281,93-385-8375,
3173,Bell Sports Corp,339920,336991,61-013-1161 - Archived Record,
3174,Gunderson Rail Services LLC,336510,,19-167-9393 - Archived Record,gbrx.com
3175,Cincinnati Symphony Orchestra,711130,,15-067-6815,cincinnatisymphony.org
3176,Federal Heath Sign Company LLC,339950,,93-359-0056,federalheath.com
3177,Johns Hpkins Univ Applied Phys,541715,,04-054-9461,jhuapl.edu
3178,Uacj Mtal Cmponents N Amer Inc,238390,,80-585-9493,umc.uacj-group.com
3179,Sandman Inc,327999,327320,07-715-1249 - Archived Record,starqualityconcrete.com
3180,Washington University of Inc,611310,,04-280-3536,uw.edu
3181,Theisen Vending Inc,713120,445132,02-294-6271,theisenvending.com
3182,Omnimax Holdings Inc,332322,,09-851-1249 - Archived Record,omnimax.com
3183,Massachusetts Society Prevent,813312,541940,07-382-3833 - Archived Record,mspca.org
3184,Varsity Brands LLC,423910,,19-634-8577 - Archived Record,varsity.com
3185,Haeco Americas LLC,423860,488190,60-578-4081,haeco.aero
3186,Q Holding Company,326291,,04-543-3307,qco.net
3187,White Brothers Farm,111199,,06-051-4101,
3188,Commu Based Care of Centr Flor,624110,,14-938-8816 - Archived Record,
3189,Lifevantage Corporation,311514,325620,55-705-3266 - Archived Record,
3190,Ryan Group Inc,238290,,05-997-7426,ryangrp.com
3191,International Shipholding Corp,483111,483113,09-491-5493,intship.com
3192,Certainteed Gypsum Pdts Inc,327420,,07-908-3344,certainteed.com
3193,Culinart Inc,722310,,83-467-9417,culinartinc.com
3194,University of Maryland Medical,424210,,07-956-6380,umms.org
3195,Belletech Corp,811122,,13-189-2994,belletechcorp.com
3196,Allied Waste Trnsp Inc,562111,,18-701-0350,stlradwastelegacy.com
3197,Hgst Inc,334112,,12-609-6838,westerndigital.com
3198,Transmission Shop Inc,811113,811111,08-251-8176 - Archived Record,transmissionshopinc.com
3199,Goal Zero LLC,333414,334515,00-936-8285 - Archived Record,
3200,Education Holdings 1 Inc,611710,611699,78-068-9170 - Archived Record,princetonreview.com
3201,Greenbax Enterprises Inc,561990,522298,00-791-9251 - Archived Record,
3202,Benjamin Moore & Co,444120,325510,00-121-0715,benjaminmoore.com
3203,Gms Inc,423310,423390,07-935-1774,gms.com
3204,YUM CHINA HOLDINGS INC,722513,,08-047-8821,ir.yumchina.com
3205,Sunoco LLC,457120,,07-956-6463,sunoco.com
3206,PRA Group Inc,561440,,11-895-9001,pragroup.com
3207,John & Jim Diedrich Company,111920,111219,08-616-7673 - Archived Record,
3208,Rochester Homes Inc,321992,321991,05-895-7846,rochesterhomesinc.com
3209,US Renal Care Inc,621492,,78-476-8009,usrenalcare.com
3210,Bryant Farms,111910,112111,13-983-5987,
3211,Pei/Genesis Inc,334417,334416,13-108-8056,peigenesis.com
3212,Interface Inc,314110,,06-453-9372,interface.com
3213,Worthington Industries Inc,331221,,19-387-9988 - Archived Record,
3214,Delaware Valley Whl Flor Inc,424930,,01-172-9761,dvflora.com
3215,First Quality Retail Svcs LLC,334512,,82-764-9026,firstquality.com
3216,Candywarehousecom Inc,445292,,11-251-8860 - Archived Record,
3217,Welocalize Inc,541930,,92-918-9470,welocalize.com
3218,Center Operating Company LP,711310,,11-235-7871,americanairlinescenter.com
3219,Rev Recreation Group Inc,441210,,83-129-8489,revgroup.com
3220,Miami-Dade Cnty Pub Schols-158,611110,,82-587-7991 - Archived Record,dadeschools.net
3221,Berry Global Group Inc,326199,326160,79-544-8062,ir.berryglobal.com
3222,Dme Company LLC,333511,332216,83-226-4522,dme.net
3223,Reliable Garage Door Inc,811490,238130,16-693-8543,reliablegaragedoor.com
3224,Wynn Starr Flavors Inc,311930,,60-658-9299 - Archived Record,
3225,J V Northwest Inc,336992,,12-153-5157 - Archived Record,
3226,Gravity Renewables Inc,221111,,03-480-7182 - Archived Record,
3227,Bull Moose Tube Company,331210,,06-464-6763,bullmoosetube.com
3228,Manuel Villa Enterprises Inc,311830,,62-193-8448 - Archived Record,lptmarkets.com
3229,Nivel Holdings LLC,336999,423860,80-838-2159,nivelparts.com
3230,Ball Packaging LLC,332431,,96-198-0856 - Archived Record,ball.com
3231,Rolls-Royce North America Inc,423860,561110,02-949-4056 - Archived Record,rolls-royce.com
3232,City of Cherryville,926130,,94-952-9812 - Archived Record,
3233,Usv Optical Inc,456130,339115,93-251-6966,ezvision.net
3234,Amx LLC,335314,,04-505-7882 - Archived Record,
3235,Robert Allen Duralee Group Inc,423220,551112,00-142-5552 - Archived Record,
3236,Mhc Company LLC,337211,,16-854-8662 - Archived Record,mayline.com
3237,Alumax LLC,331313,331315,05-783-0952,alcoa.com
3238,A-Mark Precious Metals Inc,423940,,05-385-9500,amark.com
3239,Cavalier Homes Inc,459930,,11-804-6796,cavalieralabama.com
3240,Associated Materials Inc,326199,423330,96-525-4662 - Archived Record,
3241,Pamal Broadcasting Ltd,515112,,96-552-3004 - Archived Record,jamz963.com
3242,Light Sources Inc,335110,,07-505-8495 - Archived Record,light-sources.com
3243,Translationscom Inc,541930,,15-588-2967,translations.com
3244,Albany Engnered Composites Inc,313310,,10-140-9639 - Archived Record,albint.com
3245,Discount Drug Mart Inc,446110,452319,04-774-1335 - Archived Record,
3246,Rowan Technologies Inc,333994,333992,13-618-6702,indelinc.com
3247,Masimo Corporation,334510,,78-042-1038,masimo.com
3248,Colony Capital LLC,523920,713290,80-108-3338 - Archived Record,clny.com
3249,Daniel G Schuster LLC,423320,238110,07-827-8611,schusterconcrete.com
3250,Rubies Costume Company Inc,315280,532281,01-242-7605 - Archived Record,rubies.com
3251,Reliance Electric Company,336350,335312,60-814-5793 - Archived Record,
3252,Olympus Partners LP,523910,,61-474-6998,olympuspartners.com
3253,Severstal US Holdings II Inc,327910,,17-531-0916,severstal.com
3254,Cameron Ashley Bldg Pdts Inc,423330,423510,82-598-5450,cameronashleybp.com
3255,Sandridge Partners LP,111992,,15-341-4250 - Archived Record,
3256,Hartwig & Hartwig,111110,111199,14-112-4214,
3257,Pacific Medical Inc,711410,532283,78-755-8956,pacmedical.com
3258,Silver Springs Bottled Wtr Co,312112,,13-967-5177 - Archived Record,ssbwc.com
3259,Star Nursery-California Inc,459310,444240,10-387-8427,starnursery.com
3260,Steel Clad Inc,238170,,60-857-5171,steelclad.com
3261,McWane Inc,332911,212114,00-400-1715,mcwane.com
3262,Ecca Holdings Corporation,339115,446130,60-100-7946 - Archived Record,drbizersvaluvision.com
3263,Restoration Hardware Inc,442110,,09-255-4427 - Archived Record,restorationhardware.com
3264,Pratt (jet Corr) Inc,322211,,15-405-8309,
3265,Northfield Block Company,327331,,00-507-5098 - Archived Record,northfieldblock.com
3266,Seattle Shellfish LLC,112512,,06-196-3513 - Archived Record,
3267,Tobacco Plus Inc,453991,424940,82-866-8921 - Archived Record,
3268,Logistec USA Inc,488310,,95-645-3161,logistec.com
3269,Vanadium Metals Composites Inc,335912,,08-080-1094 - Archived Record,
3270,Southern Sthast Rgnal Aqclture,112511,,09-287-6465,ssraa.org
3271,Viega LLC,332919,,78-439-2578,viega.us
3272,Compendium Incorporated,513191,,62-317-3010,live-inspired.com
3273,Sandvik Inc,331221,331210,00-147-9369 - Archived Record,coromant.com
3274,American Natural Soda Ash Corp,212391,,11-616-8543 - Archived Record,ansac.com
3275,Pacific Coast Feather LLC,314120,,00-926-1280,pacificcoast.com
3276,National TV Sls Rentals MO Inc,532210,,15-523-9080,nationaltvrental.com
3277,News America Marketing In Stor,541850,,06-196-3567 - Archived Record,
3278,CRS Facility Services LLC,561790,,00-786-5921,2crs.com
3279,Burroughs & Chapin Company Inc,237210,531190,00-791-9590,burroughschapin.com
3280,Standard Sand & Silica Company,212322,,00-797-3266,standardsand.com
3281,Westinghouse Electric Co LLC,334519,541330,06-266-1272,westinghousenuclear.com
3282,Leed Selling Tools Corp,323120,323111,00-700-7248,leedsamples.com
3283,Motosport Inc,441228,,07-194-5906 - Archived Record,
3284,Automated Logic Corporation,334512,,08-482-6304,automatedlogic.com
3285,Dell Marketing LP,334111,,87-793-6518 - Archived Record,dell.com
3286,Yelp Inc,519290,,18-448-8356,yelp.com
3287,Morgan County ADM Bldg,925120,,96-375-2154 - Archived Record,
3288,Young & Franklin Inc,332912,335314,00-223-0803,yf.com
3289,Henniges Auto Holdings Inc,326299,325520,80-913-3775 - Archived Record,
3290,Ocwen Financial Corporation,522292,,18-695-7114,ocwen.com
3291,Robertsons Rdymx Ltd A Cal Ltd,327320,333120,08-117-6885,rrmca.com
3292,American Logistics Company LLC,485999,,93-922-5756 - Archived Record,
3293,Garland Industries Inc,324122,531120,19-935-4507,garlandco.com
3294,Operation Blessing Internat,813410,,62-295-8445 - Archived Record,
3295,Commodore Marine Ltd Partnr,713930,722511,15-760-0578 - Archived Record,
3296,Beckstoffer Vineyards,111332,,05-616-7497,beckstoffervineyards.com
3297,Farmington Fresh Sales LLC,111331,488510,87-863-4278 - Archived Record,
3298,Dyneon LLC,325991,,94-571-9664 - Archived Record,mmm.com
3299,Jouffre Inc,442291,423210,06-357-3734 - Archived Record,
3300,Texas Boll Wvil Erdction Fndti,115112,,86-924-2339,txbollweevil.org
3301,Kerr Corporation,339114,,19-935-4556 - Archived Record,kerrlearningsource.com
3302,Inter City Ballet Theatre,711120,,36-454-5603 - Archived Record,
3303,Msg Sports & Entertainment LLC,711310,,08-004-9921 - Archived Record,msg.com
3304,Prelude Fertility Inc,621410,,08-074-7612 - Archived Record,
3305,Mack Trucks Inc,336120,336390,04-232-1117,macktrucks.com
3306,Americomm LLC,323120,541860,00-797-3402,
3307,Unity Hospital,621511,561110,17-429-1484,rochesterregional.org
3308,Body Details Inc,812199,,61-539-1286 - Archived Record,
3309,Western States Envelope Co,322230,,00-609-5020 - Archived Record,
3310,Buildex Inc,212325,333131,00-716-8396 - Archived Record,buildex.com
3311,Miura Mfg Amer Co Ltd,332410,,83-151-3564 - Archived Record,
3312,Nellson Nutraceutical Inc,311352,,04-741-9627 - Archived Record,nellsonllc.com
3313,Boeing Digital Solutions Inc,513199,513130,00-706-1062,jeppesen.com
3314,Hanson Aggregates East LLC,333120,423320,12-824-4097,heidelbergcement.com
3315,Forman Mills Inc,448190,,10-822-5822 - Archived Record,formanmills.com
3316,Dropbox Inc,519190,,83-891-9798 - Archived Record,
3317,Degs Wind I LLC,221115,,83-258-6940 - Archived Record,duke-energy.com
3318,Forterra Inc,327332,333998,08-031-8321,forterrabp.com
3319,CGB Enterprises Inc,493130,424910,80-677-2513,cgb.com
3320,Pacific Enterprises,221210,,04-645-3635 - Archived Record,
3321,ONeal Industries Inc,423510,,07-940-5982,onealind.com
3322,Avomex Inc,311941,,95-607-7770 - Archived Record,
3323,Arcelormittal Weirton Inc,331221,,14-847-7115 - Archived Record,
3324,Lights of America Inc,335131,335132,09-142-7708,lightsofamerica.com
3325,Dallas Zoo Management Inc,712190,,83-285-5345 - Archived Record,
3326,Mars Incorporated,311520,311351,00-325-0685,mars.com
3327,Crabel Capital Management LLC,523140,,83-639-7463 - Archived Record,crabel.com
3328,Seminole Electric Coop Inc,221112,,07-833-2657,seminole-electric.com
3329,Family Hlth Ctrs San Diego Inc,621420,,02-053-1893,fhcsd.org
3330,Associated Materials Group Inc,326199,423330,96-525-5073,associatedmaterials.com
3331,Northern Ind Cmmuter Trnsp Dst,485112,,04-935-1778,
3332,Viasat Inc,334220,517810,17-509-6619,viasat.com
3333,Oddello Industries LLC,337122,,02-267-8634 - Archived Record,
3334,Beechcraft Holdings LLC,336411,336413,79-544-8567 - Archived Record,txtav.com
3335,Leigh Jerry California Inc,424330,315240,08-718-7944 - Archived Record,
3336,Decisionone Corporation,811212,,19-500-7570 - Archived Record,decisionone.com
3337,Orland/Rnge Cnty Cnvntion Vsto,561591,,12-196-5008,visitorlando.com
3338,Idex Health & Science LLC,337127,334519,07-393-1891,idex-hs.com
3339,Wellsville Carpet Town Inc,442210,442110,04-516-5685 - Archived Record,
3340,The Village of Franklin Park,925120,,06-620-3662,villageoffranklinpark.com
3341,Building Plastics Inc,423220,,03-475-4036,bpiteam.com
3342,Advisory Board Company,541910,561110,06-877-9755,advisory.com
3343,Cemex Cnstr Mtls ATL LLC,327390,,07-844-0056 - Archived Record,cemexusa.com
3344,Cemex Cnstr Mtls PCF LLC,327390,,07-844-0061,cemex.com
3345,Ilg LLC,813990,721110,82-818-6291,marriottvacationsworldwide.com
3346,Copesan Services Inc,561710,,02-337-6395,copesan.com
3347,Georgia Bureau Investigation,922120,,87-997-6215 - Archived Record,
3348,Hallcon Crew Transport Inc,485119,,96-820-6909 - Archived Record,hallcon.com
3349,Foundation Sur Aff Gen Hunting,621493,621999,04-344-8344 - Archived Record,
3350,Hubbard ISA LLC,112340,541715,00-142-6063,aviagenturkeys.us
3351,Cboe Global Markets Inc,523210,,96-219-6064 - Archived Record,
3352,Metropolitan Pier & Expo Auth,561920,711190,05-434-3017,mccormickplace.com
3353,Loandepotcom LLC,522292,,83-022-5707 - Archived Record,loandepot.com
3354,Continental Forge Company,332112,,05-010-3225 - Archived Record,cforge.com
3355,Hermes Equipment Co,812310,423850,18-459-5999,hermescommerciallaundry.com
3356,Fresenius MD Care Cardiov,621492,423450,04-940-5541 - Archived Record,fmcna.com
3357,Si Group Inc,325110,325991,00-207-0100,siigroup.com
3358,Petsmart LLC,459910,541940,17-380-8684,petsmart.com
3359,Goldsboro Milling Company,311119,,00-319-7142,goldsboromilling.com
3360,Universal Transportation Syste,485111,541614,62-306-6073 - Archived Record,
3361,Mann Packing Co Inc,115114,488991,02-906-5273,veggiesmadeeasy.com
3362,Verisign Inc,519190,511210,88-389-4040 - Archived Record,
3363,CBA Tire,811198,811198,04-790-2853,tredroc.com
3364,Millercoors LLC,424810,,00-609-5251 - Archived Record,millercoors.com
3365,Jennmar of Pennsylvania LLC,333131,,04-720-5174,
3366,Triangle Package Machinery Co,333993,,00-512-9226 - Archived Record,
3367,Veterans Benefits ADM,923140,,92-725-8046 - Archived Record,
3368,Dynaresource Inc,212220,212220,83-730-9967,dynaresource.com
3369,Coffman Specialties Inc,238110,,79-738-0771 - Archived Record,coffmanspecialties.com
3370,Exterior Maint Holdings Inc,541320,561720,93-203-4551,meritservicesolutions.com
3371,Lincoln National Corporation,524113,524114,04-640-0180,lincolnfinancial.com
3372,Baker Interiors Furniture Co,337122,423210,08-906-6484 - Archived Record,bakerfurniture.com
3373,Martin Podiatry PC,621391,,10-967-5116,martinfootandankle.com
3374,Tiffany & Co,458310,423940,00-121-1473,tiffany.com
3375,Cellco Partnership,517112,449210,96-890-4698,verizonwireless.com
3376,Baker Distributing Company LLC,423730,423740,00-797-3696,bakerdist.com
3377,Utility Holding LLC,221210,486210,80-779-2457,centerpointenergy.com
3378,Stone Point Capital LLC,523910,,92-698-9765 - Archived Record,stonepoint.com
3379,Hill Phoenix Inc,335220,,88-335-7436 - Archived Record,hillphoenix.com
3380,Toyota Material Hdlg USA Inc,423830,,03-174-8770 - Archived Record,
3381,Luck Stone Corporation,212313,325998,00-287-5227,luckstone.com
3382,Cli Holdings Inc,212311,,96-509-4279 - Archived Record,
3383,Whole Foods Market Inc,445110,,09-373-5686 - Archived Record,amazon.com
3384,Monogram Food Solutions LLC,424470,311612,78-101-2005,monogramfoods.com
3385,Triumvirate Environmental,562112,,19-634-9492 - Archived Record,
3386,Apex Wildlife Control LLC,114210,,61-211-7858 - Archived Record,
3387,Wind-Up Entertainment Inc,512240,,92-951-2218,
3388,Shields Acquisition Co Inc,332813,,07-301-9759,
3389,Oneok Partners LP,486210,211130,80-897-3234 - Archived Record,oneokpartners.com
3390,Corportion For The Prom Rfle P,611620,,02-885-0753,thecmp.org
3391,Apiary Industries LLC,112910,,02-418-1611 - Archived Record,
3392,Village of Bluffs,921110,441310,82-920-6192 - Archived Record,bankofbluffs.com
3393,Nash Holdings LLC,513110,513120,83-076-2576,
3394,Bristow US LLC,481219,,11-675-9445 - Archived Record,bristowgroup.com
3395,House of Blues Concerts Inc,711510,,61-120-5543,houseofblues.com
3396,Aluminum Precision Pdts Inc,332112,,00-963-7513 - Archived Record,
3397,Warner Media LLC,516210,512110,79-952-7630,timewarner.com
3398,Iluka Resources Inc,213115,,80-446-5115,iluka.com
3399,Medlink of Ohio Inc,621399,621610,19-130-4732,almostfamily.com
3400,Acme Brick Company,327120,423320,85-872-3778,brick.com
3401,Toyota Motor Engineering & Man,336111,336211,96-165-9588 - Archived Record,
3402,Richmond Mtro Cnvntion Vstors,561591,541990,19-785-2270,visitrichmondva.com
3403,Signet Maritime Corporation,488330,,61-217-1587,signetmaritime.com
3404,Medvet Associates LLC,541940,,84-804-3790,medvetforpets.com
3405,Alabama Department Corrections,922130,,93-369-8409 - Archived Record,
3406,LBT Acquisition Inc,541930,518210,08-058-7031,higcapital.com
3407,D & C Inspection Services Inc,541350,,92-736-5551 - Archived Record,
3408,Brazos Forest Products LP,113210,,79-410-7156 - Archived Record,brazosfp.com
3409,Illumina Inc,334516,333248,03-330-5264,illumina.com
3410,Nikon Inc,423410,423490,00-196-2976 - Archived Record,nikonusa.com
3411,North American Family Inst Inc,624110,,19-645-6917,nafi.com
3412,Zausner Foods Corp,311513,311999,00-153-3637,savencia-fromagedairy.com
3413,Reuters America LLC,519110,,14-783-3446 - Archived Record,thomsonreuters.com
3414,Wonderful Citrus Packing LLC,115114,111310,60-127-6959,wonderfulcitrus.com
3415,Global Knowledge Training LLC,611420,,94-131-9345,globalknowledge.com
3416,Hoth Inc,481219,481111,95-983-4917,ravnalaska.com
3417,Lone Star Industries Inc,327310,327320,00-126-5321,lonestarind.com
3418,Atlantic Diving Supply Inc,423910,,02-707-9776,adsinc.com
3419,Oge Energy Corp,221122,486210,96-386-0044 - Archived Record,
3420,GE Aviation Systems LLC,334511,,10-720-6559,geaviation.com
3421,Vista Outdoor Inc,332993,333310,07-972-8394,vistaoutdoor.com
3422,Harris Ctr For Mental Hlth Idd,621420,,02-080-0595,theharriscenter.org
3423,Bonitz Flooring Group Inc,238330,,80-773-8968,bonitz.com
3424,Anderson & Vreeland Inc,333244,423830,01-114-0316 - Archived Record,
3425,Dental Arts Laboratories Inc,339116,,02-573-8097,dentalartslab.com
3426,Ies Holdings Inc,238210,335931,83-983-2631,ies-corporate.com
3427,Thompson Tractor Co Inc,423810,423830,00-690-0542,thompsontractor.com
3428,Sfpp LP,486910,,61-845-0886,kindermorgan.com
3429,Northeast Management Inc,532282,443142,10-618-6919 - Archived Record,
3430,Forsythe Appraisals LLC,531320,,79-464-3940,forsytheappraisals.com
